concert_id,演唱会名称,艺人,艺人热度分,音乐风格,省份,城市,演出场馆,场馆类型,场馆容纳量,开演日期,闭演日期,演出时长(分钟),主办方,票价下限(元),票价上限(元),实际入场人数,售票状态/备注
C202305401,邓紫棋 2023巡回演唱会 福州站,邓紫棋,84,摇滚,福建,福州,福州体育中心体育馆,体育馆,10815,2023-09-28,2023-09-28,128,大麦,49,265,7032,余票较多
C202405402,薛之谦 2024世界巡回演唱会 重庆站,薛之谦,83,流行,重庆,重庆,重庆大剧院(演出厅),演艺中心,9684,2024-08-08,2024-08-08,137,大麦,49,67,7356,正常
C202405403,张靓颖 2024巡回演唱会 广州站,张靓颖,58,流行,广东,广州,广州体育中心体育馆,体育馆,18486,2024-04-01,2024-04-01,120,华纳音乐,49,79,12311,余票较多
C202305404,光良 2023特别呈现演唱会（2晚） 青岛站,光良,59,抒情,山东,青岛,青岛艺术中心大剧场,演艺中心,3786,2023-02-07,2023-02-08,120,杰克音乐,49,194,2247,余票较多
C202405405,林俊杰 2024巡回演唱会 南宁站,林俊杰,99,R&B,广西,南宁,南宁大剧院(演出厅),演艺中心,2441,2024-10-05,2024-10-05,135,杰克音乐,49,98,2267,火热
C202605406,刘德华 2026世界巡回演唱会 成都站,刘德华,83,流行,四川,成都,成都体育文化中心体育馆,体育馆,20264,2026-04-14,2026-04-14,118,杰克音乐,49,174,13654,余票较多
C202305407,张学友 2023年度演唱会（2晚） 深圳站,张学友,83,抒情,广东,深圳,深圳体育文化中心体育馆,体育馆,34989,2023-05-25,2023-05-26,114,华纳音乐,49,167,25156,余票较多
C202605408,张学友 2026全国巡演 西宁站,张学友,99,抒情,青海,西宁,西宁艺术中心大剧场,演艺中心,1805,2026-04-04,2026-04-04,125,橙天嘉禾,49,215,1432,正常
C202405409,林俊杰 2024全国巡演（2晚） 佛山站,林俊杰,89,流行,广东,佛山,佛山奥体中心体育馆,体育馆,6046,2024-08-22,2024-08-23,126,猫眼演出,49,180,3872,余票较多
C202305410,薛之谦 2023世界巡回演唱会 长春站,薛之谦,87,流行,吉林,长春,长春奥体中心体育馆,体育馆,3641,2023-08-12,2023-08-12,106,摩登天空,49,137,2985,正常
C202505411,蔡徐坤 2025年度演唱会 长春站,蔡徐坤,69,舞曲/电子,吉林,长春,长春大剧院(演出厅),演艺中心,4169,2025-02-16,2025-02-16,139,现场娱乐(主办合作),49,174,2840,余票较多
C202505412,汪苏泷 2025年度演唱会（2晚） 石家庄站,汪苏泷,71,电子/流行,河北,石家庄,石家庄体育中心体育馆,体育馆,4949,2025-10-06,2025-10-07,103,大麦,49,104,3337,余票较多
C202505413,毛不易 2025特别呈现演唱会 呼和浩特站,毛不易,53,民谣/流行,内蒙古,呼和浩特,呼和浩特演艺中心,演艺中心,2325,2025-07-13,2025-07-13,119,猫眼演出,49,104,1544,余票较多
C202505414,林俊杰 2025年度演唱会 广州站,林俊杰,99,R&B,广东,广州,广州体育场,体育场,68019,2025-07-17,2025-07-17,136,现场娱乐(主办合作),49,71,53992,正常
C202605415,林俊杰 2026年度演唱会 石家庄站,林俊杰,84,R&B,河北,石家庄,石家庄艺术中心大剧场,演艺中心,2475,2026-01-18,2026-01-18,134,现场娱乐(主办合作),49,201,1797,余票较多
C202405416,赵雷 2024特别呈现演唱会 西宁站,赵雷,52,民谣,青海,西宁,西宁音乐厅/演出中心,演艺中心,4881,2024-10-30,2024-10-30,120,猫眼演出,49,70,3190,余票较多
C202505417,张学友 2025年度演唱会 成都站,张学友,91,抒情,四川,成都,成都艺术中心大剧场,演艺中心,9343,2025-03-04,2025-03-04,133,大麦,49,91,7008,正常
C202605418,唐汉霄 2026世界巡回演唱会 合肥站,唐汉霄,62,流行/摇滚,安徽,合肥,合肥奥体中心体育馆,体育馆,11949,2026-04-18,2026-04-18,138,猫眼演出,49,64,8241,余票较多
C202405419,张学友 2024巡回演唱会 苏州站,张学友,92,抒情,江苏,苏州,苏州国际会展/体育馆(演出场),体育馆,30483,2024-06-09,2024-06-09,115,猫眼演出,49,151,25203,正常
C202505420,刘德华 2025特别呈现演唱会（2晚） 长春站,刘德华,85,抒情,吉林,长春,长春体育文化中心体育馆,体育馆,12919,2025-11-03,2025-11-04,125,猫眼演出,49,275,9443,余票较多
C202405421,汪苏泷 2024全国巡演 郑州站,汪苏泷,66,流行,河南,郑州,郑州体育中心体育馆,体育馆,13496,2024-10-28,2024-10-28,119,华研国际,49,276,8531,余票较多
C202605422,张靓颖 2026世界巡回演唱会（2晚） 重庆站,张靓颖,49,流行,重庆,重庆,重庆演艺中心,演艺中心,13390,2026-04-22,2026-04-23,133,大麦,49,206,6238,上座偏低
C202205423,林俊杰 2022年度演唱会 乌鲁木齐站,林俊杰,84,R&B,新疆,乌鲁木齐,乌鲁木齐国际体育中心体育场,体育场,12269,2022-07-31,2022-07-31,108,索尼音乐,49,181,8384,余票较多
C202405424,薛之谦 2024全新舞台演出 北京站,薛之谦,86,民谣/流行,北京,北京,北京国际体育中心体育场,体育场,41111,2024-10-24,2024-10-24,139,华纳音乐,49,138,24562,余票较多
C202205425,邓紫棋 2022特别呈现演唱会（2晚） 郑州站,邓紫棋,72,流行,河南,郑州,郑州体育中心体育馆,体育馆,14945,2022-08-16,2022-08-17,120,猫眼演出,49,124,9310,余票较多
C202505426,王嘉尔 2025年度演唱会 佛山站,王嘉尔,69,嘻哈,广东,佛山,佛山体育场,体育场,24915,2025-10-04,2025-10-04,118,环球音乐,49,204,17725,余票较多
C202605427,李荣浩 2026特别呈现演唱会 合肥站,李荣浩,65,民谣,安徽,合肥,合肥体育中心体育场,体育场,50128,2026-05-20,2026-05-20,124,索尼音乐,49,233,24262,上座偏低
C202305428,蔡依林 2023特别呈现演唱会 成都站,蔡依林,83,流行,四川,成都,成都体育中心体育馆,体育馆,15959,2023-06-15,2023-06-15,109,华研国际,49,209,11912,余票较多
C202605429,刘若英(奶茶) 2026巡回演唱会 青岛站,刘若英(奶茶),73,经典,山东,青岛,青岛体育馆,体育馆,24390,2026-07-07,2026-07-07,126,猫眼演出,49,265,18862,正常
C202305430,邓紫棋 2023世界巡回演唱会 深圳站,邓紫棋,77,摇滚,广东,深圳,深圳体育中心体育场,体育场,56086,2023-05-17,2023-05-17,120,摩登天空,49,133,31130,余票较多
C202505431,GAI周延 2025全国巡演 昆明站,GAI周延,70,嘻哈,云南,昆明,昆明奥体中心体育场,体育场,40003,2025-11-26,2025-11-26,128,永乐票务,49,235,26150,余票较多
C202205432,薛之谦 2022世界巡回演唱会 南宁站,薛之谦,75,流行,广西,南宁,南宁演艺中心,演艺中心,2826,2022-03-05,2022-03-05,105,猫眼演出,49,120,1961,余票较多
C202505433,林俊杰 2025特别呈现演唱会 南京站,林俊杰,91,R&B,江苏,南京,南京国际会展/体育馆(演出场),体育馆,23152,2025-04-13,2025-04-13,123,华研国际,49,100,18578,正常
C202405434,王菲 2024全国巡演 佛山站,王菲,84,电子/氛围,广东,佛山,佛山体育中心体育馆,体育馆,10925,2024-11-27,2024-11-27,124,大麦,49,127,7816,余票较多
C202405435,光良 2024全新舞台演出 深圳站,光良,47,抒情,广东,深圳,深圳奥体中心体育场,体育场,42432,2024-08-13,2024-08-13,112,永乐票务,49,258,20740,上座偏低
C202305436,刘德华 2023特别呈现演唱会 西宁站,刘德华,77,抒情,青海,西宁,西宁奥体中心体育馆,体育馆,13739,2023-06-28,2023-06-28,108,猫眼演出,49,156,8553,余票较多
C202205437,薛之谦 2022世界巡回演唱会 上海站,薛之谦,80,流行,上海,上海,上海体育中心体育馆,体育馆,18563,2022-01-31,2022-01-31,90,大麦,49,149,11327,余票较多
C202305438,光良 2023巡回演唱会 呼和浩特站,光良,64,抒情,内蒙古,呼和浩特,呼和浩特体育文化中心体育馆,体育馆,7159,2023-02-11,2023-02-11,98,大麦,49,199,4146,余票较多
C202605439,毛不易 2026特别呈现演唱会 福州站,毛不易,55,民谣/流行,福建,福州,福州体育中心体育馆,体育馆,14342,2026-03-24,2026-03-24,111,索尼音乐,49,196,7306,上座偏低
C202505440,李荣浩 2025世界巡回演唱会 合肥站,李荣浩,69,流行,安徽,合肥,合肥国际会展/体育馆(演出场),体育馆,26999,2025-05-25,2025-05-25,118,猫眼演出,49,59,16500,余票较多
C202605441,蔡徐坤 2026世界巡回演唱会 南昌站,蔡徐坤,95,流行,江西,南昌,南昌体育文化中心体育馆,体育馆,29932,2026-09-08,2026-09-08,130,大麦,49,135,21987,余票较多
C202605442,汪苏泷 2026巡回演唱会 青岛站,汪苏泷,72,电子/流行,山东,青岛,青岛体育中心体育馆,体育馆,22914,2026-03-26,2026-03-26,128,大麦,49,305,16797,余票较多
C202505443,周杰伦 2025巡回演唱会 南宁站,周杰伦,90,流行,广西,南宁,南宁奥体中心体育馆,体育馆,4658,2025-07-19,2025-07-19,124,索尼音乐,49,59,3747,正常
C202205444,薛之谦 2022巡回演唱会（2晚） 郑州站,薛之谦,79,民谣/流行,河南,郑州,郑州演艺中心,演艺中心,6124,2022-08-12,2022-08-13,97,大麦,49,64,4140,余票较多
C202605445,蔡徐坤 2026全新舞台演出 银川站,蔡徐坤,87,流行,宁夏,银川,银川奥体中心体育馆,体育馆,14023,2026-08-14,2026-08-14,117,猫眼演出,49,82,10066,余票较多
C202205446,刘德华 2022巡回演唱会 大连站,刘德华,92,流行,辽宁,大连,大连艺术中心大剧场,演艺中心,5688,2022-07-20,2022-07-20,134,杰克音乐,49,196,3862,余票较多
C202605447,GAI周延 2026巡回演唱会（2晚） 上海站,GAI周延,63,嘻哈,上海,上海,上海奥体中心体育场,体育场,39278,2026-07-12,2026-07-13,109,大麦,49,135,25430,余票较多
C202605448,薛之谦 2026世界巡回演唱会 长沙站,薛之谦,78,民谣/流行,湖南,长沙,长沙大剧院(演出厅),演艺中心,4790,2026-08-12,2026-08-12,116,猫眼演出,49,162,3691,正常
C202605449,唐汉霄 2026巡回演唱会 乌鲁木齐站,唐汉霄,38,流行/摇滚,新疆,乌鲁木齐,乌鲁木齐音乐厅/演出中心,演艺中心,2079,2026-07-29,2026-07-29,124,杰克音乐,49,82,1029,上座偏低
C202505450,GAI周延 2025全新舞台演出 昆明站,GAI周延,72,嘻哈,云南,昆明,昆明国际会展/体育馆(演出场),体育馆,27270,2025-03-11,2025-03-11,115,现场娱乐(主办合作),49,276,16440,余票较多
C202605451,邓紫棋 2026世界巡回演唱会 济南站,邓紫棋,81,流行,山东,济南,济南体育文化中心体育馆,体育馆,22901,2026-09-19,2026-09-19,116,现场娱乐(主办合作),49,167,17307,正常
C202405452,周深 2024年度演唱会 福州站,周深,82,古典/流行,福建,福州,福州体育中心体育馆,体育馆,12147,2024-01-29,2024-01-29,107,摩登天空,49,240,8849,余票较多
C202505453,五月天 2025巡回演唱会 哈尔滨站,五月天,94,摇滚,黑龙江,哈尔滨,哈尔滨体育文化中心体育馆,体育馆,12119,2025-03-03,2025-03-03,140,猫眼演出,49,110,9177,正常
C202605454,李荣浩 2026年度演唱会 深圳站,李荣浩,63,民谣,广东,深圳,深圳奥体中心体育馆,体育馆,21139,2026-01-08,2026-01-08,113,华纳音乐,49,134,11179,上座偏低
C202205455,刘若英(奶茶) 2022特别呈现演唱会 西宁站,刘若英(奶茶),79,经典,青海,西宁,西宁音乐厅/演出中心,演艺中心,2867,2022-08-28,2022-08-28,114,大麦,49,181,2278,正常
C202505456,张靓颖 2025巡回演唱会 南京站,张靓颖,72,抒情,江苏,南京,南京体育场,体育场,64018,2025-10-24,2025-10-24,130,永乐票务,49,276,35089,上座偏低
C202605457,赵雷 2026巡回演唱会 呼和浩特站,赵雷,41,民谣,内蒙古,呼和浩特,呼和浩特体育馆,体育馆,12838,2026-05-07,2026-05-07,122,环球音乐,49,128,5657,上座偏低
C202305458,刘德华 2023年度演唱会 苏州站,刘德华,80,流行,江苏,苏州,苏州体育中心体育场,体育场,72203,2023-03-11,2023-03-11,115,大麦,49,179,52010,余票较多
C202205459,周杰伦 2022全新舞台演出 沈阳站,周杰伦,93,嘻哈,辽宁,沈阳,沈阳奥体中心体育馆,体育馆,26889,2022-02-19,2022-02-19,125,杰克音乐,49,264,23483,正常
C202605460,蔡徐坤 2026世界巡回演唱会 长春站,蔡徐坤,80,流行,吉林,长春,长春奥体中心体育馆,体育馆,8780,2026-10-17,2026-10-17,118,华纳音乐,49,308,6282,余票较多
C202305461,汪苏泷 2023全国巡演 沈阳站,汪苏泷,56,电子/流行,辽宁,沈阳,沈阳音乐厅/演出中心,演艺中心,9196,2023-07-05,2023-07-05,117,大麦,49,148,4996,上座偏低
C202305462,蔡徐坤 2023世界巡回演唱会 青岛站,蔡徐坤,77,舞曲/电子,山东,青岛,青岛体育馆,体育馆,9966,2023-11-24,2023-11-24,112,猫眼演出,49,156,6503,余票较多
C202405463,王菲 2024年度演唱会 重庆站,王菲,85,电子/氛围,重庆,重庆,重庆体育馆,体育馆,26025,2024-09-22,2024-09-22,124,摩登天空,49,278,19121,余票较多
C202305464,刘德华 2023年度演唱会 南宁站,刘德华,90,流行,广西,南宁,南宁奥体中心体育馆,体育馆,12535,2023-09-22,2023-09-22,124,华研国际,49,218,9281,余票较多
C202505465,赵雷 2025巡回演唱会 天津站,赵雷,61,民谣,天津,天津,天津体育文化中心体育馆,体育馆,14678,2025-03-09,2025-03-09,117,华研国际,49,107,10279,余票较多
C202505466,王菲 2025巡回演唱会 上海站,王菲,87,电子/氛围,上海,上海,上海体育文化中心体育馆,体育馆,37363,2025-04-02,2025-04-02,123,华纳音乐,49,142,29417,正常
C202505467,李荣浩 2025巡回演唱会 兰州站,李荣浩,53,民谣,甘肃,兰州,兰州演艺中心,演艺中心,4313,2025-07-02,2025-07-02,137,大麦,49,124,2873,余票较多
C202505468,华晨宇 2025世界巡回演唱会 贵阳站,华晨宇,79,摇滚/实验,贵州,贵阳,贵阳奥体中心体育场,体育场,51223,2025-08-15,2025-08-15,117,猫眼演出,49,125,33149,余票较多
C202305469,刘德华 2023全新舞台演出 银川站,刘德华,95,抒情,宁夏,银川,银川体育文化中心体育馆,体育馆,8057,2023-09-13,2023-09-13,137,橙天嘉禾,49,84,6642,正常
C202405470,蔡徐坤 2024世界巡回演唱会 厦门站,蔡徐坤,61,舞曲/电子,福建,厦门,厦门大剧院(演出厅),演艺中心,7555,2024-09-09,2024-09-09,97,环球音乐,49,115,5253,余票较多
C202205471,周深 2022巡回演唱会 西宁站,周深,63,跨界,青海,西宁,西宁体育馆,体育馆,5264,2022-05-29,2022-05-29,116,华研国际,49,232,3408,余票较多
C202605472,林俊杰 2026世界巡回演唱会（3晚） 西宁站,林俊杰,88,R&B,青海,西宁,西宁大剧院(演出厅),演艺中心,3006,2026-09-07,2026-09-09,124,橙天嘉禾,49,88,2244,余票较多
C202605473,华晨宇 2026特别呈现演唱会 南昌站,华晨宇,62,流行,江西,南昌,南昌奥体中心体育馆,体育馆,13931,2026-08-06,2026-08-06,121,猫眼演出,49,296,8590,余票较多
C202505474,五月天 2025巡回演唱会 乌鲁木齐站,五月天,96,流行摇滚,新疆,乌鲁木齐,乌鲁木齐体育中心体育场,体育场,15550,2025-04-18,2025-04-18,132,摩登天空,49,143,9920,余票较多
C202605475,李荣浩 2026全国巡演 长沙站,李荣浩,85,民谣,湖南,长沙,长沙体育中心体育馆,体育馆,16024,2026-09-04,2026-09-04,135,大麦,49,63,11487,余票较多
C202305476,汪苏泷 2023年度演唱会 长春站,汪苏泷,58,电子/流行,吉林,长春,长春音乐厅/演出中心,演艺中心,4452,2023-04-01,2023-04-01,117,现场娱乐(主办合作),49,149,3243,余票较多
C202605477,汪苏泷 2026年度演唱会 兰州站,汪苏泷,85,流行,甘肃,兰州,兰州体育中心体育馆,体育馆,10010,2026-03-31,2026-03-31,125,索尼音乐,49,93,7963,正常
C202205478,赵雷 2022巡回演唱会（2晚） 武汉站,赵雷,53,民谣,湖北,武汉,武汉体育中心体育场,体育场,37059,2022-04-04,2022-04-05,125,环球音乐,49,155,22150,余票较多
C202305479,张杰 2023世界巡回演唱会 兰州站,张杰,78,流行,甘肃,兰州,兰州国际会展/体育馆(演出场),体育馆,10427,2023-06-05,2023-06-05,124,现场娱乐(主办合作),49,59,6771,余票较多
C202405480,周杰伦 2024全国巡演（2晚） 昆明站,周杰伦,83,流行,云南,昆明,昆明奥体中心体育场,体育场,28784,2024-04-28,2024-04-29,122,华研国际,49,278,17590,余票较多
C202605481,五月天 2026特别呈现演唱会（2晚） 深圳站,五月天,99,摇滚,广东,深圳,深圳演艺中心,演艺中心,19254,2026-07-19,2026-07-20,135,永乐票务,49,264,14307,余票较多
C202605482,王嘉尔 2026全国巡演 苏州站,王嘉尔,55,嘻哈,江苏,苏州,苏州体育中心体育馆,体育馆,28068,2026-12-21,2026-12-21,128,索尼音乐,49,295,13770,上座偏低
C202605483,刘若英(奶茶) 2026巡回演唱会 兰州站,刘若英(奶茶),75,抒情,甘肃,兰州,兰州演艺中心,演艺中心,2253,2026-12-28,2026-12-28,122,摩登天空,49,181,1472,余票较多
C202405484,王嘉尔 2024全国巡演 哈尔滨站,王嘉尔,81,嘻哈,黑龙江,哈尔滨,哈尔滨体育文化中心体育馆,体育馆,22336,2024-06-27,2024-06-27,108,摩登天空,49,155,15114,余票较多
C202405485,毛不易 2024世界巡回演唱会 上海站,毛不易,56,民谣/流行,上海,上海,上海体育中心体育馆,体育馆,36490,2024-07-09,2024-07-09,128,猫眼演出,49,222,21442,余票较多
C202505486,邓紫棋 2025世界巡回演唱会 哈尔滨站,邓紫棋,75,流行,黑龙江,哈尔滨,哈尔滨奥体中心体育场,体育场,33783,2025-02-20,2025-02-20,128,现场娱乐(主办合作),49,132,20932,余票较多
C202505487,王菲 2025年度演唱会 天津站,王菲,84,流行,天津,天津,天津国际会展/体育馆(演出场),体育馆,9518,2025-08-20,2025-08-20,108,摩登天空,49,59,7646,正常
C202605488,张学友 2026年度演唱会 天津站,张学友,79,经典,天津,天津,天津体育中心体育馆,体育馆,9301,2026-06-19,2026-06-19,120,永乐票务,49,198,6583,余票较多
C202505489,毛不易 2025世界巡回演唱会 兰州站,毛不易,69,民谣/流行,甘肃,兰州,兰州体育文化中心体育馆,体育馆,9804,2025-02-14,2025-02-14,101,华研国际,49,83,5561,余票较多
C202605490,林俊杰 2026年度演唱会 福州站,林俊杰,79,R&B,福建,福州,福州音乐厅/演出中心,演艺中心,3438,2026-05-12,2026-05-12,96,永乐票务,49,74,2355,余票较多
C202205491,毛不易 2022世界巡回演唱会 郑州站,毛不易,77,民谣/流行,河南,郑州,郑州体育中心体育馆,体育馆,18518,2022-04-18,2022-04-18,115,环球音乐,49,145,13779,余票较多
C202405492,张学友 2024全国巡演 深圳站,张学友,95,抒情,广东,深圳,深圳演艺中心,演艺中心,15374,2024-11-21,2024-11-21,115,大麦,49,179,11573,正常
C202405493,周深 2024世界巡回演唱会 长沙站,周深,64,古典/流行,湖南,长沙,长沙国际会展/体育馆(演出场),体育馆,12313,2024-08-19,2024-08-19,88,摩登天空,49,177,8412,余票较多
C202305494,五月天 2023巡回演唱会 昆明站,五月天,93,摇滚,云南,昆明,昆明体育中心体育馆,体育馆,19154,2023-03-23,2023-03-23,108,大麦,49,266,15535,正常
C202205495,张靓颖 2022世界巡回演唱会 沈阳站,张靓颖,58,抒情,辽宁,沈阳,沈阳国际会展/体育馆(演出场),体育馆,23390,2022-04-02,2022-04-02,108,大麦,49,102,13941,余票较多
C202305496,张杰 2023世界巡回演唱会 福州站,张杰,83,流行,福建,福州,福州国际会展/体育馆(演出场),体育馆,21632,2023-08-20,2023-08-20,125,杰克音乐,49,233,18209,正常
C202505497,汪苏泷 2025巡回演唱会 南宁站,汪苏泷,59,电子/流行,广西,南宁,南宁奥体中心体育馆,体育馆,11632,2025-05-01,2025-05-01,110,索尼音乐,49,206,7291,余票较多
C202405498,张学友 2024年度演唱会 西宁站,张学友,81,经典,青海,西宁,西宁艺术中心大剧场,演艺中心,3664,2024-05-15,2024-05-15,107,大麦,49,86,2496,余票较多
C202405499,周深 2024世界巡回演唱会 兰州站,周深,73,跨界,甘肃,兰州,兰州国际体育中心体育场,体育场,15744,2024-05-12,2024-05-12,113,猫眼演出,49,290,10469,余票较多
C202305500,王嘉尔 2023巡回演唱会（2晚） 重庆站,王嘉尔,63,舞曲/电子,重庆,重庆,重庆国际体育中心体育场,体育场,59354,2023-03-04,2023-03-05,122,环球音乐,49,230,34980,余票较多
C202205501,陈奕迅 2022特别呈现演唱会 南京站,陈奕迅,88,抒情,江苏,南京,南京国际会展/体育馆(演出场),体育馆,16739,2022-03-30,2022-03-30,116,华纳音乐,49,119,13697,正常
C202605502,华晨宇 2026巡回演唱会 北京站,华晨宇,84,摇滚/实验,北京,北京,北京国际会展/体育馆(演出场),体育馆,25854,2026-09-21,2026-09-21,124,杰克音乐,49,274,17221,余票较多
C202605503,蔡徐坤 2026巡回演唱会 武汉站,蔡徐坤,80,流行,湖北,武汉,武汉体育中心体育馆,体育馆,34806,2026-12-18,2026-12-18,116,大麦,49,133,23737,余票较多
C202405504,刘若英(奶茶) 2024巡回演唱会 南京站,刘若英(奶茶),87,经典,江苏,南京,南京国际会展/体育馆(演出场),体育馆,15143,2024-06-29,2024-06-29,130,环球音乐,49,191,12130,正常
C202605505,周深 2026年度演唱会 北京站,周深,85,跨界,北京,北京,北京体育馆,体育馆,15717,2026-08-02,2026-08-02,112,杰克音乐,49,85,13601,正常
C202505506,孙燕姿 2025巡回演唱会 南昌站,孙燕姿,65,抒情,江西,南昌,南昌体育中心体育馆,体育馆,14793,2025-05-05,2025-05-05,121,华研国际,49,218,9944,余票较多
C202605507,汪苏泷 2026巡回演唱会（2晚） 武汉站,汪苏泷,71,电子/流行,湖北,武汉,武汉奥体中心体育馆,体育馆,16672,2026-09-14,2026-09-15,109,环球音乐,49,175,10283,余票较多
C202505508,周深 2025年度演唱会 兰州站,周深,73,跨界,甘肃,兰州,兰州演艺中心,演艺中心,3027,2025-02-07,2025-02-07,128,华研国际,49,239,1926,余票较多
C202605509,汪苏泷 2026全国巡演 宁波站,汪苏泷,63,电子/流行,浙江,宁波,宁波音乐厅/演出中心,演艺中心,1777,2026-02-26,2026-02-26,124,橙天嘉禾,49,115,1086,余票较多
C202605510,华晨宇 2026巡回演唱会 北京站,华晨宇,82,摇滚/实验,北京,北京,北京国际会展/体育馆(演出场),体育馆,26607,2026-02-24,2026-02-24,115,华纳音乐,49,257,16539,余票较多
C202605511,陈奕迅 2026年度演唱会 银川站,陈奕迅,88,流行,宁夏,银川,银川艺术中心大剧场,演艺中心,1557,2026-12-24,2026-12-24,126,摩登天空,49,239,1082,余票较多
C202505512,唐汉霄 2025巡回演唱会 长沙站,唐汉霄,54,流行/摇滚,湖南,长沙,长沙音乐厅/演出中心,演艺中心,11177,2025-10-18,2025-10-18,121,大麦,49,188,7023,余票较多
C202605513,孙燕姿 2026全国巡演 广州站,孙燕姿,78,流行,广东,广州,广州奥体中心体育馆,体育馆,42615,2026-05-26,2026-05-26,118,杰克音乐,49,183,30013,余票较多
C202205514,张杰 2022全国巡演 北京站,张杰,64,抒情,北京,北京,北京体育场,体育场,60127,2022-01-31,2022-01-31,124,大麦,49,189,32214,上座偏低
C202205515,蔡依林 2022特别呈现演唱会 北京站,蔡依林,85,流行,北京,北京,北京奥体中心体育场,体育场,71168,2022-04-18,2022-04-18,116,华研国际,49,76,44660,余票较多
C202505516,刘德华 2025全新舞台演出 广州站,刘德华,82,抒情,广东,广州,广州体育馆,体育馆,35607,2025-05-27,2025-05-27,117,永乐票务,49,293,23392,余票较多
C202405517,刘德华 2024全新舞台演出 济南站,刘德华,86,抒情,山东,济南,济南奥体中心体育场,体育场,39387,2024-04-23,2024-04-23,131,大麦,49,208,28019,余票较多
C202505518,光良 2025特别呈现演唱会 南京站,光良,56,抒情,江苏,南京,南京体育中心体育场,体育场,42037,2025-07-10,2025-07-10,119,大麦,49,133,26933,余票较多
C202305519,唐汉霄 2023巡回演唱会 南宁站,唐汉霄,52,流行/摇滚,广西,南宁,南宁音乐厅/演出中心,演艺中心,5149,2023-05-17,2023-05-17,127,摩登天空,49,258,2970,余票较多
C202605520,林俊杰 2026年度演唱会 上海站,林俊杰,96,R&B,上海,上海,上海体育中心体育场,体育场,71347,2026-02-12,2026-02-12,127,大麦,49,270,50987,余票较多
C202605521,蔡徐坤 2026特别呈现演唱会 贵阳站,蔡徐坤,75,舞曲/电子,贵州,贵阳,贵阳大剧院(演出厅),演艺中心,11284,2026-06-24,2026-06-24,114,摩登天空,49,169,7335,余票较多
C202505522,毛不易 2025巡回演唱会 福州站,毛不易,48,民谣/流行,福建,福州,福州体育馆,体育馆,16129,2025-08-08,2025-08-08,100,环球音乐,49,208,9156,余票较多
C202605523,张学友 2026世界巡回演唱会 大连站,张学友,93,经典,辽宁,大连,大连体育中心体育场,体育场,21989,2026-05-26,2026-05-26,121,大麦,49,59,16844,正常
C202205524,李荣浩 2022特别呈现演唱会 乌鲁木齐站,李荣浩,49,民谣,新疆,乌鲁木齐,乌鲁木齐体育中心体育场,体育场,19910,2022-04-02,2022-04-02,132,华研国际,49,198,11772,余票较多
C202605525,光良 2026特别呈现演唱会 苏州站,光良,44,抒情,江苏,苏州,苏州奥体中心体育场,体育场,57619,2026-06-07,2026-06-07,125,摩登天空,49,128,37250,余票较多
C202605526,薛之谦 2026世界巡回演唱会 上海站,薛之谦,69,民谣/流行,上海,上海,上海大剧院(演出厅),演艺中心,9919,2026-09-29,2026-09-29,111,华研国际,49,145,5700,余票较多
C202605527,蔡依林 2026巡回演唱会 福州站,蔡依林,91,舞曲/电子,福建,福州,福州体育中心体育场,体育场,23184,2026-09-03,2026-09-03,116,杰克音乐,49,126,17756,正常
C202305528,蔡依林 2023全新舞台演出（2晚） 广州站,蔡依林,89,流行,广东,广州,广州奥体中心体育馆,体育馆,36154,2023-05-14,2023-05-15,120,大麦,49,222,29735,正常
C202505529,周深 2025年度演唱会 乌鲁木齐站,周深,59,古典/流行,新疆,乌鲁木齐,乌鲁木齐体育中心体育馆,体育馆,8755,2025-07-02,2025-07-02,111,猫眼演出,49,163,5157,余票较多
C202505530,孙燕姿 2025世界巡回演唱会 沈阳站,孙燕姿,47,流行,辽宁,沈阳,沈阳体育中心体育馆,体育馆,10959,2025-07-27,2025-07-27,119,大麦,49,189,6606,余票较多
C202205531,邓紫棋 2022年度演唱会 杭州站,邓紫棋,88,流行,浙江,杭州,杭州艺术中心大剧场,演艺中心,7082,2022-05-20,2022-05-20,113,永乐票务,49,59,5567,正常
C202605532,光良 2026年度演唱会 银川站,光良,35,抒情,宁夏,银川,银川国际会展/体育馆(演出场),体育馆,11345,2026-08-31,2026-08-31,122,橙天嘉禾,49,239,6881,余票较多
C202205533,华晨宇 2022全国巡演 长沙站,华晨宇,70,流行,湖南,长沙,长沙体育中心体育馆,体育馆,16818,2022-03-18,2022-03-18,109,永乐票务,49,294,10286,余票较多
C202505534,华晨宇 2025世界巡回演唱会 成都站,华晨宇,66,流行,四川,成都,成都体育馆,体育馆,16237,2025-09-09,2025-09-09,126,摩登天空,49,114,9812,余票较多
C202605535,华晨宇 2026全新舞台演出 南宁站,华晨宇,75,流行,广西,南宁,南宁体育中心体育馆,体育馆,8087,2026-11-21,2026-11-21,127,猫眼演出,49,132,5788,余票较多
C202305536,邓紫棋 2023特别呈现演唱会 太原站,邓紫棋,77,流行,山西,太原,太原体育中心体育馆,体育馆,3449,2023-04-06,2023-04-06,100,华研国际,49,288,2314,余票较多
C202605537,刘德华 2026年度演唱会（2晚） 佛山站,刘德华,94,流行,广东,佛山,佛山体育中心体育馆,体育馆,4118,2026-08-10,2026-08-11,112,现场娱乐(主办合作),49,243,3346,正常
